GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
"Census Tract 8346, Cook County, Illinois",99.5,2.9,95.8,0.3,0,0.5,0.5
"Census Tract 8347, Cook County, Illinois",95.1,4.5,88,2.4,0,0.2,4.9
"Census Tract 8348, Cook County, Illinois",99.7,0.2,98.7,0.8,0,0,0.3
"Census Tract 8349, Cook County, Illinois",97.9,1.6,96,0,0.3,0,2.1
"Census Tract 8350, Cook County, Illinois",98.9,10.5,63.4,0.7,0,24.3,1.1
"Census Tract 8351, Cook County, Illinois",95.3,41.2,12.7,0.3,0,40.8,4.7
"Census Tract 8352, Cook County, Illinois",98.9,58.9,0.3,0.6,0,38.9,1.1
"Census Tract 8355, Cook County, Illinois",100,5.9,88.2,0,0,5.8,0
"Census Tract 8356, Cook County, Illinois",100,2,98,0,0,0,0
"Census Tract 8357, Cook County, Illinois",92.8,0,92.8,0,0,0,7.2
"Census Tract 8358, Cook County, Illinois",99.3,3.9,94.2,1.3,0,0,0.7
"Census Tract 8359, Cook County, Illinois",97.2,1.4,89.3,0,0,6.5,2.8
"Census Tract 8360, Cook County, Illinois",97.3,2.1,94.3,0.7,0,0.2,2.7
"Census Tract 8361, Cook County, Illinois",100,0.5,99.2,0.3,0,0,0
"Census Tract 8362, Cook County, Illinois",96.5,68.5,6.4,20.6,0,0.6,3.5
"Census Tract 8363, Cook County, Illinois",98.9,34.3,54.2,5.8,0,4.6,1.1
"Census Tract 8364, Cook County, Illinois",99.5,5.1,90.9,2.2,0,1.3,0.5
"Census Tract 8365, Cook County, Illinois",100,3.9,96.1,0,0,0,0
"Census Tract 8366, Cook County, Illinois",99.3,29.9,35.3,0,0,34.1,0.7
"Census Tract 8367, Cook County, Illinois",100,6.2,78.2,0.2,0,15.5,0
"Census Tract 8368, Cook County, Illinois",98.8,2.1,95.5,0,0,1.2,1.2
"Census Tract 8369, Cook County, Illinois",100,7.2,88.6,1.1,0,3.1,0
"Census Tract 8370, Cook County, Illinois",99.8,8,91,0,0,0.7,0.2
"Census Tract 8371, Cook County, Illinois",97.9,17.1,77.5,0,0,3.3,2.1
"Census Tract 8373, Cook County, Illinois",99,4.5,90,1.2,0,3.4,1
"Census Tract 8374, Cook County, Illinois",100,6.8,92.5,0.7,0,0,0
"Census Tract 8378, Cook County, Illinois",98.6,15.6,75,4.6,0,3.3,1.4
"Census Tract 8380, Cook County, Illinois",97.6,17.5,72.6,2.4,2,2.3,2.4
"Census Tract 8381, Cook County, Illinois",96.6,28.7,53.1,11.7,0,3.1,3.4
"Census Tract 8382, Cook County, Illinois",96.6,53.6,23.3,15.2,0.2,4.4,3.4
"Census Tract 8383, Cook County, Illinois",99.7,44.1,45,6.8,0,3.9,0.3
"Census Tract 8386, Cook County, Illinois",100,3.3,96.1,0,0,0.7,0
"Census Tract 8387, Cook County, Illinois",100,4,92.8,0,0,3.2,0
"Census Tract 8388, Cook County, Illinois",100,39.5,55.6,0,0,4.4,0
"Census Tract 8390, Cook County, Illinois",94.7,62.4,16.2,15.7,0,0.3,5.3
"Census Tract 8391, Cook County, Illinois",96.9,58.7,15.2,20.6,0,2.3,3.1
"Census Tract 8392, Cook County, Illinois",99,10.7,75.4,12.1,0,0.8,1
"Census Tract 8395, Cook County, Illinois",98.3,17.5,68.6,9.6,0,2.3,1.7
"Census Tract 8396, Cook County, Illinois",99,10,87.3,1.1,0,0.6,1
"Census Tract 8397, Cook County, Illinois",96.7,52.4,2.4,17.6,0,24.1,3.3
"Census Tract 8398, Cook County, Illinois",99.3,58.1,1.2,30.9,0,9.1,0.7
"Census Tract 8399, Cook County, Illinois",96.8,72.5,3.2,13.6,0.3,6.8,3.2
"Census Tract 8400, Cook County, Illinois",96.5,48.1,0.7,34.3,0,13.4,3.5
"Census Tract 8401, Cook County, Illinois",100,34.3,0.8,65,0,0,0
"Census Tract 8402, Cook County, Illinois",99.3,31.3,1.4,56.9,0,9.8,0.7
"Census Tract 8403, Cook County, Illinois",95.4,49.4,3.8,20.1,0,18.6,4.6
"Census Tract 8404, Cook County, Illinois",98.9,46.4,4.9,26.4,0,21.3,1.1
"Census Tract 8407, Cook County, Illinois",98.6,67.6,5.5,0.6,0,24.4,1.4
"Census Tract 8408, Cook County, Illinois",97.5,76,0.8,0.7,0,18.9,2.5
"Census Tract 8410, Cook County, Illinois",95.8,18.6,45.2,31.9,0,0,4.2
"Census Tract 8411, Cook County, Illinois",96.3,3.3,4.5,88.1,0,0.4,3.7
"Census Tract 8412, Cook County, Illinois",98.2,51.8,3.9,0.4,0,42,1.8
"Census Tract 8413, Cook County, Illinois",97.8,53.6,3.8,0.6,0,39.8,2.2
"Census Tract 8414, Cook County, Illinois",100,8,90.8,0.3,0,0.9,0
"Census Tract 8415, Cook County, Illinois",99.4,2.2,92.6,0.4,0,4.2,0.6
"Census Tract 8416, Cook County, Illinois",100,2,98,0,0,0,0
"Census Tract 8417, Cook County, Illinois",99,31.1,49.4,0,0,18.5,1
"Census Tract 8418, Cook County, Illinois",98.2,0.3,97.3,0,0,0.5,1.8
"Census Tract 8419, Cook County, Illinois",95.3,59.3,14,20.1,0,1.9,4.7
"Census Tract 8420, Cook County, Illinois",96.4,38.6,34.5,21.8,0,1.5,3.6
"Census Tract 8421, Cook County, Illinois",95.9,11.9,61.8,0.4,0,21.8,4.1
"Census Tract 8422, Cook County, Illinois",97.5,63.4,17.6,11.4,0,5,2.5
"Census Tract 8423, Cook County, Illinois",95.7,79,9.9,6,0,0.8,4.3
"Census Tract 8424, Cook County, Illinois",100,0,100,0,0,0,0
"Census Tract 8425, Cook County, Illinois",100,0.1,99.6,0,0,0.3,0
"Census Tract 8426, Cook County, Illinois",97.9,70.6,3.3,9.2,0,13.1,2.1
"Census Tract 8428, Cook County, Illinois",98.6,51.2,0.9,4.3,0,41.9,1.4
"Census Tract 8429, Cook County, Illinois",99,7.4,76.4,2.7,0,12.1,1
"Census Tract 8430, Cook County, Illinois",100,0.2,97.8,0,0,1.8,0
"Census Tract 8431, Cook County, Illinois",97.6,6.1,88.6,1.7,0,1.2,2.4
"Census Tract 8432, Cook County, Illinois",96.7,42.4,1.9,1.5,0,50.7,3.3
"Census Tract 8433, Cook County, Illinois",99.4,35.1,47.9,0.5,0,16,0.6
"Census Tract 8434, Cook County, Illinois",92.1,7.5,81.5,3.1,0,0,7.9
"Census Tract 8435, Cook County, Illinois",100,28.8,66.8,0.4,0,3.6,0
"Census Tract 8436, Cook County, Illinois",98.8,5.2,91.2,1.7,0,0.8,1.2
"Census Tract 8437, Cook County, Illinois",96.7,88.8,1.6,4.2,0,1.9,3.3
"Census Tract 8438, Cook County, Illinois",99.7,37.8,47,9.2,0,5.8,0.3
"Census Tract 8439, Cook County, Illinois",99.4,1.3,93.5,2.5,0,2.1,0.6
"Census Tract 9800, Cook County, Illinois",,,,,,,
"Census Tract 9801, Cook County, Illinois",,,,,,,
"Census Tract 9900, Cook County, Illinois",,,,,,,
